Country/Region,Region,Year,Population Total,GDP,CO2 Emissions,Energy Usage,Life Expectancy,Infant Mortality Rate
Sierra Leone,Africa,01/12/2005,5119895,1627853086,546,,42,0.128
Nigeria,Africa,01/12/2005,139585891,112000000000,104697,106509,48.5,0.097
Malawi,Africa,01/12/2005,12924746,2754995877,917,,49,0.073
Tanzania,Africa,01/12/2005,38824384,14141916592,5618,17141,53.5,0.057
Zambia,Africa,01/12/2005,11470022,7178556337,2274,7213,47.5,0.076
Mozambique,Africa,01/12/2005,21010376,6578515331,1822,8489,48,0.091
Burundi,Africa,01/12/2005,7770392,1117254387,154,,50,0.075
"Gambia, The",Africa,01/12/2005,1436549,624173996,323,108,57,0.057
Burkina Faso,Africa,01/12/2005,13421929,5462709055,1126,,52.5,0.086
Congo (Kinshasa),Africa,01/12/2005,54028003,11964484458,2226,19971,47.5,0.105
Somalia,Africa,01/12/2005,8466938,,579,,52.5,0.105
Uganda,Africa,01/12/2005,28724869,9013834490,2285,,52.5,0.068
Mali,Africa,01/12/2005,11941258,5305317555,568,,51.5,0.097
Angola,Africa,01/12/2005,16544376,28233699240,19156,9356,48.5,0.122
Chad,Africa,01/12/2005,10014413,6646663021,400,,47.5,0.101
Niger,Africa,01/12/2005,13183798,3405134555,829,,54,0.082
Mauritius,Africa,01/12/2006,1252698,6731536244,3777,1173,72.5,0.014
Seychelles,Africa,01/12/2006,84600,1016419769,744,243,72.5,0.012
Tunisia,Africa,01/12/2006,10127900,34378437265,23128,8752,74,0.019
Morocco,Africa,01/12/2006,30395097,65637107776,47425,13648,69.5,0.034
Algeria,Africa,01/12/2006,34507214,117000000000,103963,34658,70,0.028
South Africa,Africa,01/12/2006,48269753,261000000000,424844,127255,51.5,0.05
Libya,Africa,01/12/2006,5686475,56484375000,53788,17899,74,0.019
Egypt,Africa,01/12/2006,72990754,107000000000,178616,66269,69.5,0.024
Botswana,Africa,01/12/2006,1895944,10126990488,4646,1956,46.5,0.043
Lesotho,Africa,01/12/2006,1940413,1428842600,,19,44,0.084
Namibia,Africa,01/12/2006,2052931,7978609422,2329,1294,57.5,0.044
Djibouti,Africa,01/12/2006,787544,768873684,488,143,58.5,0.069
Swaziland,Africa,01/12/2006,1118253,2947922183,1016,406,46,0.076
Zimbabwe,Africa,01/12/2006,12724308,5443896500,10345,9714,45,0.057
Gabon,Africa,01/12/2006,1412907,9545982814,1977,1768,60,0.049
Ghana,Africa,01/12/2006,21947779,20410239313,9289,9062,59,0.057
Cote d'Ivoire,Africa,01/12/2006,17662417,17367303156,6997,9537,48,0.087
Central African Republic,Africa,01/12/2006,4032102,1473721521,227,,45.5,0.109
Sudan,Africa,01/12/2006,32397535,35159250985,11503,15917,60.5,0.06
Mauritania,Africa,01/12/2006,3237713,3040718541,1676,,60.5,0.074
Madagascar,Africa,01/12/2006,18826126,5515236338,1683,,61.5,0.052
Equatorial Guinea,Africa,01/12/2006,621517,8081982438,4752,1503,49.5,0.085
Togo,Africa,01/12/2006,5685845,2202809211,1221,2368,54.5,0.067
Kenya,Africa,01/12/2006,36757498,22504136042,9575,16896,56,0.059
Rwanda,Africa,01/12/2006,9660946,3110327823,528,,57,0.061
Ethiopia,Africa,01/12/2006,78290649,15000803171,5420,29705,58,0.065
Sao Tome and Principe,Africa,01/12/2006,158806,135181862,84,44,65,0.046
South Sudan,Africa,01/12/2006,8376893,,,,51.5,0.083
Congo (Brazzaville),Africa,01/12/2006,3646653,7731261169,1338,1154,54.5,0.057
Comoros,Africa,01/12/2006,616526,403179474,121,42,59.5,0.069
Senegal,Africa,01/12/2006,11582925,9358710763,4789,2798,61.5,0.055
Cameroon,Africa,01/12/2006,18611937,17953103009,3828,6723,52,0.076
Guinea-Bissau,Africa,01/12/2006,1452659,578517349,216,90,53,0.094
Guinea,Africa,01/12/2006,9798963,2821346684,1181,,53.5,0.082
Liberia,Africa,01/12/2006,3384791,604028582,759,,56,0.077
Benin,Africa,01/12/2006,8443671,4705087452,3876,2949,57.5,0.072
Eritrea,Africa,01/12/2006,5035036,1211161880,561,697,59,0.046
Sierra Leone,Africa,01/12/2006,5280909,1887429109,733,,43,0.125
Nigeria,Africa,01/12/2006,143314909,145000000000,98514,107005,49.5,0.094
Malawi,Africa,01/12/2006,13307535,3116789658,953,,50,0.068
Tanzania,Africa,01/12/2006,39942347,14331231239,5959,17809,55,0.054
Mozambique,Africa,01/12/2006,21587317,7095910828,1980,8742,48,0.087
Zambia,Africa,01/12/2006,11781612,10702200822,2226,7396,48.5,0.073
Burundi,Africa,01/12/2006,8042579,1273180655,187,,50.5,0.072
Burkina Faso,Africa,01/12/2006,13822257,5844669738,1360,,53,0.083
"Gambia, The",Africa,01/12/2006,1482324,655068112,337,114,57,0.056
Congo (Kinshasa),Africa,01/12/2006,55590838,14296505933,2417,20715,48,0.102
Uganda,Africa,01/12/2006,29711397,9942597753,2655,,53.5,0.064
Somalia,Africa,01/12/2006,8687671,,576,,52.5,0.105
Mali,Africa,01/12/2006,12325545,6122644015,568,,52,0.093
Chad,Africa,01/12/2006,10356822,7422102520,407,,48,0.1
Angola,Africa,01/12/2006,17122409,41789494462,22266,10006,49,0.12
Niger,Africa,01/12/2006,13679705,3646727993,807,,55,0.079
Mauritius,Africa,01/12/2007,1260403,7792063567,3887,1194,72.5,0.014
Tunisia,Africa,01/12/2007,10225100,38920218579,23869,9039,74,0.018
Seychelles,Africa,01/12/2007,85033,1033635773,653,205,73.5,0.012
Morocco,Africa,01/12/2007,30667086,75226318359,50267,14457,69.5,0.033
South Africa,Africa,01/12/2007,48910248,286000000000,443648,136604,52,0.047
Algeria,Africa,01/12/2007,35097043,135000000000,112339,36793,70.5,0.026
Libya,Africa,01/12/2007,5782108,71803278689,54209,17525,74,0.017
Egypt,Africa,01/12/2007,74229577,130000000000,192382,71189,70,0.023
Botswana,Africa,01/12/2007,1915187,10939028155,4701,2033,46,0.043
Lesotho,Africa,01/12/2007,1955784,1597484736,7,19,45,0.082
Namibia,Africa,01/12/2007,2080700,8836063690,2409,1345,59,0.042
Djibouti,Africa,01/12/2007,798690,847918929,488,143,58.5,0.067
Swaziland,Africa,01/12/2007,1134977,3053823329,1063,423,47,0.075
Zimbabwe,Africa,01/12/2007,12740160,5291950101,10213,9438,46.5,0.058
Ghana,Africa,01/12/2007,22525659,24757608488,9578,9064,60,0.057
Gabon,Africa,01/12/2007,1447388,11570860872,2332,1832,61,0.048
Central African Republic,Africa,01/12/2007,4106897,1698125680,235,,46.5,0.108
Cote d'Ivoire,Africa,01/12/2007,17949061,19795705245,6883,10233,48,0.084
Sudan,Africa,01/12/2007,33218250,45456460335,12541,15294,60.5,0.059
Mauritania,Africa,01/12/2007,3330037,3356758534,1914,,60.5,0.073
Ethiopia,Africa,01/12/2007,80440708,19346646117,5915,30536,59,0.061
Madagascar,Africa,01/12/2007,19371023,7342905883,1815,,62,0.049
Equatorial Guinea,Africa,01/12/2007,639618,10197937673,4796,1759,50,0.082
Togo,Africa,01/12/2007,5834806,2523462649,1316,2458,54.5,0.065
Kenya,Africa,01/12/2007,37752304,27236739896,9831,17230,56.5,0.058
Rwanda,Africa,01/12/2007,9928143,3707800459,557,,58.5,0.055
Sao Tome and Principe,Africa,01/12/2007,163390,144259257,84,44,65,0.044
South Sudan,Africa,01/12/2007,8736736,,,,52,0.079
Guinea,Africa,01/12/2007,10046967,4134173271,1210,,54,0.079
Congo (Brazzaville),Africa,01/12/2007,3758858,8394688589,1437,1209,55.5,0.053
Liberia,Africa,01/12/2007,3522294,739026892,678,,57,0.072
Benin,Africa,01/12/2007,8707490,5506275948,4499,3206,58,0.069
Comoros,Africa,01/12/2007,632736,464948879,121,41,59.5,0.068
Senegal,Africa,01/12/2007,11904974,11284603481,5335,3000,61.5,0.052
Sierra Leone,Africa,01/12/2007,5416015,2158653216,634,,43.5,0.122
Cameroon,Africa,01/12/2007,19097676,20431779034,5834,6340,52.5,0.073
Guinea-Bissau,Africa,01/12/2007,1484337,690721769,231,95,53,0.091
Eritrea,Africa,01/12/2007,5209846,1317974493,579,721,59.5,0.044
Nigeria,Africa,01/12/2007,147187353,166000000000,95210,107683,49.5,0.091
Malawi,Africa,01/12/2007,13713758,3647817219,953,,51,0.064
Tanzania,Africa,01/12/2007,41119693,16825547176,6150,18306,56,0.05
Mozambique,Africa,01/12/2007,22171404,8035635713,2391,9144,48,0.082
Zambia,Africa,01/12/2007,12109620,11541420981,1654,7399,50,0.07
Burundi,Africa,01/12/2007,8328312,1356078300,191,,51.5,0.069
Burkina Faso,Africa,01/12/2007,14235075,6755823933,1646,,53.5,0.079
"Gambia, The",Africa,01/12/2007,1529406,798869805,396,133,57.5,0.055
Congo (Kinshasa),Africa,01/12/2007,57187942,16364027647,2604,21459,48.5,0.1
Somalia,Africa,01/12/2007,8910851,,605,,53,0.104
Uganda,Africa,01/12/2007,30728747,12292813801,3128,,54.5,0.061
Angola,Africa,01/12/2007,17712824,60448890972,25152,10697,49.5,0.117
Mali,Africa,01/12/2007,12725629,7145394015,579,,52.5,0.09
Chad,Africa,01/12/2007,10694366,8638711757,462,,48.5,0.099
Niger,Africa,01/12/2007,14197289,4291363547,821,,55,0.075
Mauritius,Africa,01/12/2008,1268565,9641077098,3953,,72.5,0.014
Seychelles,Africa,01/12/2008,86956,967211975,708,,73.5,0.012
Tunisia,Africa,01/12/2008,10328900,44856586316,25013,9427,74,0.017
Morocco,Africa,01/12/2008,30955151,88882967742,49934,14933,69.5,0.031
South Africa,Africa,01/12/2008,49561256,273000000000,465023,146768,52.5,0.046
Libya,Africa,01/12/2008,5876805,93167701863,60392,17738,74.5,0.016
Egypt,Africa,01/12/2008,75491922,163000000000,196797,72050,70,0.021
Algeria,Africa,01/12/2008,35725377,171000000000,114619,37425,70.5,0.025
Botswana,Africa,01/12/2008,1933719,11113042238,4980,2151,46,0.043
Lesotho,Africa,01/12/2008,1972199,1630667593,18,,46,0.082
Namibia,Africa,01/12/2008,2110791,8493167843,3579,1455,60,0.041
Djibouti,Africa,01/12/2008,810100,999105339,524,,59.5,0.066
Swaziland,Africa,01/12/2008,1153929,3019770680,1093,,47.5,0.074
Zimbabwe,Africa,01/12/2008,12784041,4415702801,8148,8678,49,0.058
Ghana,Africa,01/12/2008,23110139,28528016511,8529,8958,60,0.056
Gabon,Africa,01/12/2008,1482843,15685389827,1566,1880,61,0.046
Central African Republic,Africa,01/12/2008,4185106,1985370255,235,,46.5,0.107
Cote d'Ivoire,Africa,01/12/2008,18260044,23414253328,6872,10278,49,0.082
Ethiopia,Africa,01/12/2008,82621190,26571320718,6370,31482,60,0.057
Mauritania,Africa,01/12/2008,3422901,3790240831,2021,,60.5,0.072
Sudan,Africa,01/12/2008,34040065,54082389393,12589,15539,61,0.058
Madagascar,Africa,01/12/2008,19926785,9413002737,1944,,62.5,0.047
Equatorial Guinea,Africa,01/12/2008,658025,15419096232,4503,,50.5,0.08
Sao Tome and Principe,Africa,01/12/2008,168253,183464986,84,,65.5,0.043
South Sudan,Africa,01/12/2008,9118386,16382632812,,,52,0.076
Togo,Africa,01/12/2008,5987491,3163416556,1456,2563,55,0.064
Kenya,Africa,01/12/2008,38773277,30465489796,10242,17806,57.5,0.056
Liberia,Africa,01/12/2008,3672714,850040459,576,,58,0.067
Comoros,Africa,01/12/2008,649291,530131963,125,,59.5,0.066
Rwanda,Africa,01/12/2008,10222961,4674053754,543,,60,0.05
Cameroon,Africa,01/12/2008,19595026,23735537026,5545,6395,53,0.071
Guinea-Bissau,Africa,01/12/2008,1516920,842890956,227,,53.5,0.089
Guinea,Africa,01/12/2008,10314678,4515824643,1214,,54.5,0.077
Congo (Brazzaville),Africa,01/12/2008,3876475,11859015181,1474,1260,56,0.049
Benin,Africa,01/12/2008,8973293,6633561835,4492,3278,58.5,0.066
Eritrea,Africa,01/12/2008,5382163,1380188800,414,677,60.5,0.042
Senegal,Africa,01/12/2008,12238791,13386346543,5442,3036,62.5,0.051
Sierra Leone,Africa,01/12/2008,5532139,2505620416,664,,44,0.12
Tanzania,Africa,01/12/2008,42353790,20715086119,6538,18921,57,0.047
Mozambique,Africa,01/12/2008,22762525,9891003405,2340,9264,48.5,0.078
Nigeria,Africa,01/12/2008,151208080,208000000000,92621,111225,50.5,0.088
Malawi,Africa,01/12/2008,14138207,4276769712,1155,,52,0.059
Zambia,Africa,01/12/2008,12456527,14640792100,1845,7641,51.5,0.067
Burkina Faso,Africa,01/12/2008,14659646,8350710389,1698,,54.5,0.076
"Gambia, The",Africa,01/12/2008,1577984,965771303,411,,57.5,0.054
Congo (Kinshasa),Africa,01/12/2008,58819038,19206060075,2820,22246,48.5,0.097
Burundi,Africa,01/12/2008,8624280,1611634286,249,,51.5,0.066
Somalia,Africa,01/12/2008,9140259,,609,,53.5,0.102
Uganda,Africa,01/12/2008,31778799,14239026768,3161,,55.5,0.057
Chad,Africa,01/12/2008,11030628,10351933632,510,,49,0.097
Angola,Africa,01/12/2008,18314441,84178086999,26597,11584,49.5,0.115
Mali,Africa,01/12/2008,13138299,8737687353,594,,53,0.088
Niger,Africa,01/12/2008,14737895,5403364454,917,,56,0.072
Mauritius,Africa,01/12/2009,1275032,8834661043,3865,,73,0.014
Seychelles,Africa,01/12/2009,87298,847424852,755,,73,0.012
Tunisia,Africa,01/12/2009,10439600,43454935940,24807,9193,75,0.016
Morocco,Africa,01/12/2009,31276564,90908402631,49541,15054,70,0.03
South Africa,Africa,01/12/2009,50222996,284000000000,503941,142761,53.5,0.04
Libya,Africa,01/12/2009,5964325,62360446571,67674,20286,75,0.015
Egypt,Africa,01/12/2009,76775023,189000000000,197871,71465,70.5,0.021
Algeria,Africa,01/12/2009,36383302,137000000000,124586,40823,70.5,0.024
Botswana,Africa,01/12/2009,1951715,10106837286,4397,2023,46.5,0.041
Namibia,Africa,01/12/2009,2143498,8724107049,3183,1497,61.5,0.039
Lesotho,Africa,01/12/2009,1989873,1708772782,26,,46.5,0.08
Djibouti,Africa,01/12/2009,821865,1198997305,532,,59.5,0.064
Swaziland,Africa,01/12/2009,1173678,3144680749,1023,,48,0.068
Zimbabwe,Africa,01/12/2009,12888918,8157077422,8735,8747,51,0.059
Ghana,Africa,01/12/2009,23691533,25978563316,7444,9320,60,0.056
Gabon,Africa,01/12/2009,1519155,12031268402,81,1925,62,0.045
Central African Republic,Africa,01/12/2009,4266247,1981728179,235,,47.5,0.105
Ethiopia,Africa,01/12/2009,84838032,31843357840,6659,32378,60.5,0.054
Sudan,Africa,01/12/2009,34853178,52839990731,14056,16297,61.5,0.056
Cote d'Ivoire,Africa,01/12/2009,18601342,23041633638,5856,9489,49,0.079
Mauritania,Africa,01/12/2009,3516077,3027032864,2211,,60.5,0.071
Madagascar,Africa,01/12/2009,20495695,8550363829,1822,,62.5,0.045
Equatorial Guinea,Africa,01/12/2009,676851,9380412630,4620,,51,0.078
Kenya,Africa,01/12/2009,39824734,30716343757,12350,18897,58.5,0.054
Rwanda,Africa,01/12/2009,10529668,5208687775,576,,61.5,0.047
Sao Tome and Principe,Africa,01/12/2009,173240,196473839,92,,66,0.041
South Sudan,Africa,01/12/2009,9520571,13298986925,,,53,0.073
Togo,Africa,01/12/2009,6144457,3163000591,1503,2628,55,0.062
Benin,Africa,01/12/2009,9240783,6585134688,4756,3439,58.5,0.064
Liberia,Africa,01/12/2009,3821440,1155146230,528,,59,0.064
Comoros,Africa,01/12/2009,666097,535199686,125,,60,0.065
Sierra Leone,Africa,01/12/2009,5641182,2453972797,653,,44.5,0.117
Cameroon,Africa,01/12/2009,20103945,22165009363,6674,6914,53,0.069
Guinea-Bissau,Africa,01/12/2009,1550905,832530157,235,,53.5,0.087
Guinea,Africa,01/12/2009,10593248,4609923720,1228,,55,0.074
Congo (Brazzaville),Africa,01/12/2009,3995146,9593536719,1885,1416,56.5,0.045
Eritrea,Africa,01/12/2009,5557889,1856695550,513,726,60.5,0.041
Senegal,Africa,01/12/2009,12586827,12812994670,5849,3270,62.5,0.049
Mozambique,Africa,01/12/2009,23361025,9674037707,2574,9554,49,0.074
Malawi,Africa,01/12/2009,14573338,5030639934,1060,,53,0.055
Tanzania,Africa,01/12/2009,43639752,21368165400,6447,19345,58,0.044
Nigeria,Africa,01/12/2009,155381020,169000000000,71719,109255,51,0.085
Zambia,Africa,01/12/2009,12825031,12805029522,2156,7842,53,0.065
Burkina Faso,Africa,01/12/2009,15094967,8348156389,1665,,54.5,0.073
"Gambia, The",Africa,01/12/2009,1628332,900629373,436,,58,0.053
Congo (Kinshasa),Africa,01/12/2009,60486276,18262773766,2721,22925,48.5,0.095
Burundi,Africa,01/12/2009,8926687,1739781536,180,,52.5,0.063
Uganda,Africa,01/12/2009,32864328,14824492062,3366,,56.5,0.054
Somalia,Africa,01/12/2009,9380854,,594,,53.5,0.1
Angola,Africa,01/12/2009,18926650,75492417649,27836,12586,50.5,0.112
Chad,Africa,01/12/2009,11371325,9253484290,444,,49.5,0.095
Mali,Africa,01/12/2009,13559296,8964480570,612,,53.5,0.085
Niger,Africa,01/12/2009,15302948,5397121962,1085,,56.5,0.069
Mauritius,Africa,01/12/2010,1280924,9718331363,4118,,73,0.013
Seychelles,Africa,01/12/2010,89770,973355738,704,,73.5,0.012
Tunisia,Africa,01/12/2010,10549100,44054072936,25878,9674,75,0.015
South Africa,Africa,01/12/2010,50895698,365000000000,460124,142291,54.5,0.035
Morocco,Africa,01/12/2010,31642360,90770671432,50608,16183,70,0.029
Libya,Africa,01/12/2010,6040612,74755288917,59035,21611,75,0.014
Botswana,Africa,01/12/2010,1969341,13746712706,5233,2263,46.5,0.04
Egypt,Africa,01/12/2010,78075705,219000000000,204776,73575,70.5,0.02
Algeria,Africa,01/12/2010,37062820,161000000000,123475,40105,70.5,0.024
Namibia,Africa,01/12/2010,2178967,11141417478,3176,1552,62.5,0.038
Lesotho,Africa,01/12/2010,2008921,2175685681,18,,47.5,0.077
Djibouti,Africa,01/12/2010,834036,1128611700,539,,60.5,0.062
Swaziland,Africa,01/12/2010,1193148,3891563478,1023,,48.5,0.063
Zimbabwe,Africa,01/12/2010,13076978,9456808151,9428,9000,53.5,0.059
Ghana,Africa,01/12/2010,24262901,32174210793,8999,10011,61,0.055
Gabon,Africa,01/12/2010,1556222,14569527125,2574,1984,62,0.043
Central African Republic,Africa,01/12/2010,4349921,1986014759,264,,48,0.103
Ethiopia,Africa,01/12/2010,87095281,29385611867,6494,33250,61.5,0.051
Mauritania,Africa,01/12/2010,3609420,3526946625,2215,,61.5,0.07
Sudan,Africa,01/12/2010,35652002,65632237471,14173,16605,61.5,0.055
Madagascar,Africa,01/12/2010,21079532,8704983553,2013,,63.5,0.044
Sao Tome and Principe,Africa,01/12/2010,178228,201037917,99,,66,0.04
Cote d'Ivoire,Africa,01/12/2010,18976588,22920779598,5805,9800,49.5,0.077
Equatorial Guinea,Africa,01/12/2010,696167,11586407487,4679,,51.5,0.076
South Sudan,Africa,01/12/2010,9940929,16338510934,,,53,0.071
Togo,Africa,01/12/2010,6306014,3172945506,1540,2692,55.5,0.061
Kenya,Africa,01/12/2010,40909194,32440133261,12427,19719,59.5,0.052
Liberia,Africa,01/12/2010,3957990,1292696476,799,,59.5,0.06
Comoros,Africa,01/12/2010,683081,543376206,139,,60.5,0.063
Rwanda,Africa,01/12/2010,10836732,5624809049,594,,62.5,0.044
Sierra Leone,Africa,01/12/2010,5751976,2578159463,689,,45,0.114
Guinea,Africa,01/12/2010,10876033,4735956476,1236,,55.5,0.071
Benin,Africa,01/12/2010,9509798,6558416322,5189,3653,58.5,0.062
Eritrea,Africa,01/12/2010,5741159,2117039511,513,745,61.5,0.039
Guinea-Bissau,Africa,01/12/2010,1586624,835390893,238,,53.5,0.085
Cameroon,Africa,01/12/2010,20624343,22493301699,7235,6944,54,0.066
Congo (Brazzaville),Africa,01/12/2010,4111715,12007880067,2028,1511,57.5,0.042
Senegal,Africa,01/12/2010,12950564,12932427724,7059,3426,62.5,0.047
Mozambique,Africa,01/12/2010,23967265,9274448732,2882,9875,49,0.072
Malawi,Africa,01/12/2010,15013694,5398616985,1239,,53.5,0.053
Tanzania,Africa,01/12/2010,44973330,22915004297,6846,20043,59,0.041
Nigeria,Africa,01/12/2010,159707780,369000000000,78910,115138,51.5,0.082
Zambia,Africa,01/12/2010,13216985,16190196832,2428,8054,54.5,0.064
Burkina Faso,Africa,01/12/2010,15540284,9209288383,1683,,55,0.07
"Gambia, The",Africa,01/12/2010,1680640,951805801,473,,58,0.052
Congo (Kinshasa),Africa,01/12/2010,62191161,20523286237,3040,23766,49,0.092
Burundi,Africa,01/12/2010,9232753,2026864414,308,,52.5,0.061
Somalia,Africa,01/12/2010,9636173,,609,,54,0.097
Uganda,Africa,01/12/2010,33987213,16030996179,3784,,57,0.051
Angola,Africa,01/12/2010,19549124,82470894868,30418,13378,50.5,0.11
Chad,Africa,01/12/2010,11720781,10657705072,469,,50,0.094
Mali,Africa,01/12/2010,13985961,9422267260,623,,54,0.083
Niger,Africa,01/12/2010,15893746,5718589550,1412,,57,0.066
Mauritius,Africa,01/12/2011,1286051,11252405860,,,73.5,0.013
Seychelles,Africa,01/12/2011,87441,1059593023,,,73,0.012
Tunisia,Africa,01/12/2011,10673800,45951129422,,9504,75,0.014
South Africa,Africa,01/12/2011,51579599,404000000000,,141372,55,0.034
Morocco,Africa,01/12/2011,32059424,99211339029,,17283,70.5,0.028
Libya,Africa,01/12/2011,6103233,34699395524,,13342,75,0.014
Botswana,Africa,01/12/2011,1986701,15292424757,,2215,46.5,0.039
Egypt,Africa,01/12/2011,79392466,236000000000,,77649,70.5,0.019
Algeria,Africa,01/12/2011,37762962,199000000000,,41852,70.5,0.023
Namibia,Africa,01/12/2011,2217618,12451760766,,1589,63.5,0.036
Lesotho,Africa,01/12/2011,2029516,2487352968,,,48,0.073
Djibouti,Africa,01/12/2011,846646,1239144502,,,60.5,0.061
Swaziland,Africa,01/12/2011,1212159,4145772237,,,48.5,0.058
Zimbabwe,Africa,01/12/2011,13358738,10956226611,,9312,55.5,0.058
Ghana,Africa,01/12/2011,24820706,39564970070,,10550,61,0.054
Gabon,Africa,01/12/2011,1594034,18796191833,,1997,63,0.042
Sudan,Africa,01/12/2011,36430923,67320812663,,16622,61.5,0.054
Ethiopia,Africa,01/12/2011,89393063,31367606700,,34064,62.5,0.048
Central African Republic,Africa,01/12/2011,4436217,2195599491,,,49,0.1
